MID,Title,Description,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore,PID,DID
776,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,2011,106,6.2,110490,191.45,57,829,D502
777,31,"Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.",2016,102,5.1,10871,0.78,35,494,D502
778,Final Girl,A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.,2015,90,4.7,9026,82.95637615,56,830,D503
779,Chalk It Up,"When a super girly-girl is dumped by her boyfriend; she decides to do everything she can to get him back by building a college gymnastics team, quickly learning that she is capable of a lot more than just getting an MRS degree.",2016,90,4.8,499,82.95637615,58.98504274,831,D503
780,The Man Who Knew Infinity,"The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",2015,108,7.2,29912,3.86,58.98504274,832,D503
781,Unknown,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",2011,113,6.9,218679,61.09,56,833,D503
782,Self/less,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",2015,117,6.5,67196,12.28,34,834,D504
783,Mr. Brooks,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,2007,120,7.3,128146,28.48,45,702,D505
784,Tramps,A young man and woman find love in an unlikely place while carrying out a shady deal.,2016,82,6.5,1031,82.95637615,77,514,D505
785,Before We Go,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,2014,95,6.9,31370,0.04,31,835,D506
786,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2013,134,7.8,346154,107.1,83,836,D506
787,The Secret Scripture,A woman keeps a diary of her extended stay at a mental hospital.,2016,108,6.8,378,82.95637615,37,837,D507
788,Max Steel,"The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",2016,92,4.6,11555,3.77,22,838,D508
789,Hotel Transylvania 2,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",2015,89,6.7,69157,169.69,44,839,D509
790,Hancock,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,2008,92,6.4,366138,227.95,49,840,D510
791,Sisters,Two sisters decide to throw one last house party before their parents sell their family home.,2015,118,6,50241,87.03,58,841,D511
792,The Family,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",2013,111,6.3,92868,36.92,42,842,D511
793,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",2008,101,6.6,154936,31.45,56,843,D511
794,Ma vie de Courgette,"After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.",2016,66,7.8,4370,0.29,85,844,D512
795,Man on a Ledge,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",2012,102,6.6,129252,18.6,40,845,D512
796,No Strings Attached,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.",2011,108,6.2,178243,70.63,50,846,D513
797,Rescue Dawn,A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,2006,120,7.3,87887,5.48,77,847,D514
798,Despicable Me 2,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",2013,98,7.4,304837,368.05,62,848,D515
799,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,2014,114,6.5,93883,25.98,57,849,D515
800,The World's End,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,2013,109,7,199813,26,81,850,D515
801,Yoga Hosers,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,2016,88,4.3,7091,82.95637615,23,851,D515
802,Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,2012,110,7.2,196652,14.99,66,810,D515
803,Beowulf,"The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.",2007,115,6.2,146566,82.16,59,202,D515
804,Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",2014,105,6.2,103681,50.55,57,852,D515
805,1408,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",2007,104,6.8,221073,71.98,64,853,D515
806,The Gambler,Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?,2014,111,6,52537,33.63,55,854,D516
807,Prince of Persia: The Sands of Time,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,2010,116,6.6,233148,90.76,50,855,D516
808,The Spectacular Now,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",2013,95,7.1,115751,6.85,82,856,D517
809,A United Kingdom,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",2016,111,6.8,4771,3.9,65,857,D518
810,USS Indianapolis: Men of Courage,"During World War II, an American navy ship is sunk by a Japanese submarine leaving 300 crewmen stranded in shark infested waters.",2016,128,5.2,4964,82.95637615,30,858,D518
811,Turbo Kid,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.",2015,93,6.7,19309,0.05,60,859,D519
812,Mama,A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,2013,100,6.2,142560,71.59,57,860,D520
813,Orphan,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,2009,123,7,153448,41.57,42,861,D521
814,To Rome with Love,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",2012,112,6.3,72050,16.68,54,862,D521
815,Fantastic Mr. Fox,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,2009,87,7.8,149779,21,83,158,D522
816,Inside Man,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",2006,129,7.6,285441,88.5,76,863,D522
817,I.T.,"A self-proclaimed millionaire, has his life turned upside down after firing his I.T. consultant.",2016,95,5.4,8755,82.95637615,27,864,D523
818,127 Hours,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",2010,94,7.6,294010,18.33,82,865,D523
819,Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,2014,99,5.4,91106,84.26,37,190,D523
820,Wolves at the Door,"Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary »",2016,73,4.6,564,82.95637615,63,690,D524
821,Suite Française,"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier.",2014,107,6.9,13711,82.95637615,58.98504274,866,D525
822,The Imaginarium of Doctor Parnassus,A traveling theater company gives its audience much more than they were expecting.,2009,123,6.8,130153,7.69,65,867,D525
823,G.I. Joe: The Rise of Cobra,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",2009,118,5.8,180105,150.17,32,868,D525
824,Christine,"The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",2016,119,7,5855,0.3,72,869,D525
825,Man Down,"In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.",2015,90,5.8,4779,82.95637615,27,817,D526
826,Crawlspace,A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.,2016,88,5.3,1427,82.95637615,25,843,D527
827,Shut In,"A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",2016,91,4.6,5715,6.88,58.98504274,870,D528
828,The Warriors Gate,A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.,2016,108,5.3,1391,82.95637615,77,871,D528
829,Grindhouse,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,2007,191,7.6,160350,25.03,58.98504274,872,D528
830,Disaster Movie,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.",2008,87,1.9,77207,14.17,15,873,D529
831,Rocky Balboa,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",2006,102,7.2,171356,70.27,63,874,D530
832,Diary of a Wimpy Kid: Dog Days,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",2012,94,6.4,16917,49,54,875,D531
833,Jane Eyre,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,2011,120,7.4,67464,11.23,76,876,D531
834,Fool's Gold,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,2008,112,5.7,62719,70.22,29,877,D532
835,The Dictator,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,2012,83,6.4,225394,59.62,58,878,D532
836,The Loft,"Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.",2014,108,6.3,38804,5.98,24,879,D532
837,Bacalaureat,A film about compromises and the implications of the parent's role.,2016,128,7.5,5531,0.13,84,880,D532
838,You Don't Mess with the Zohan,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,2008,113,5.5,163144,100.02,54,881,D533
839,Exposed,A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.,2016,102,4.2,8409,82.95637615,23,882,D534
840,Maudie,An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.,2016,115,7.8,346,82.95637615,60,883,D534
841,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",2014,108,6.3,125190,54.41,40,884,D535
842,A Bigger Splash,The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.,2015,125,6.4,15232,1.98,74,885,D536
843,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,2011,135,7.1,137117,3.03,80,886,D536
844,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",2009,97,7.1,95480,104.37,73,887,D290
845,Unstoppable,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",2010,98,6.8,157499,81.56,69,888,D537
846,Flight,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",2012,138,7.3,276347,93.75,76,889,D538
847,Home,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",2015,94,6.7,77447,177.34,55,380,D539
848,La migliore offerta,"In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary »",2013,131,7.8,77986,0.09,49,890,D540
849,Mean Dreams,"Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love.",2016,108,6.3,1066,82.95637615,64,891,D540
850,42,This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.,2013,128,7.5,69659,95,62,531,D540
851,21,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",2008,123,6.8,198395,81.16,48,539,D541
852,Begin Again,A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.,2013,104,7.4,111875,16.17,62,749,D541
853,Out of the Furnace,"When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.",2013,116,6.8,88829,11.33,63,892,D542
854,Vicky Cristina Barcelona,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",2008,96,7.1,208770,23.21,70,893,D543
855,Kung Fu Panda,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",2008,92,7.6,329788,215.4,73,894,D544
856,Barbershop: The Next Cut,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",2016,111,5.9,9993,54.01,67,895,D545
857,Terminator Salvation,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",2009,115,6.6,297093,125.32,49,896,D546
858,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",2007,123,7.5,55648,36.58,64,897,D546
859,The Hills Have Eyes,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",2006,107,6.4,136642,41.78,52,898,D547
860,Changeling,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",2008,141,7.8,206793,35.71,63,899,D547
861,Remember Me,"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",2010,113,7.2,119376,19.06,40,900,D548
862,Koe no katachi,"The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary »",2016,129,8.4,2421,82.95637615,80,901,D549
863,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.",2014,81,6.2,32310,66.95,54,902,D549
864,Locke,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",2013,85,7.1,100890,1.36,81,903,D550
865,The 9th Life of Louis Drax,A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.,2016,108,6.3,6175,82.95637615,41,904,D551
866,Horns,"In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples.",2013,120,6.5,61060,0.16,46,905,D552
867,Indignation,"In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War.",2016,110,6.9,7402,3.4,78,906,D552
868,The Stanford Prison Experiment,Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.,2015,122,6.9,20907,0.64,67,907,D553
869,Diary of a Wimpy Kid: Rodrick Rules,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",2011,99,6.6,20194,52.69,51,908,D554
870,Mission: Impossible III,Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response .,2006,126,6.9,270429,133.38,66,909,D555
871,En man som heter Ove,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",2015,116,7.7,21569,3.36,70,910,D555
872,Dragonball Evolution,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",2009,85,2.7,59512,9.35,45,911,D556
873,Red Dawn,A group of teenagers look to save their town from an invasion of North Korean soldiers.,2012,93,5.4,64584,44.8,31,912,D557
874,One Day,"After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",2011,107,7,113599,13.77,48,913,D558
875,Life as We Know It,Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,2010,114,6.6,101301,53.36,39,914,D558
876,28 Weeks Later,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.",2007,100,7,221858,28.64,78,915,D558
877,Warm Bodies,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",2013,98,6.9,193579,66.36,59,916,D559
878,Blue Jasmine,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",2013,98,7.3,160592,33.4,78,917,D560
879,G.I. Joe: Retaliation,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,2013,110,5.8,152145,122.51,41,345,D560
880,Wrath of the Titans,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",2012,99,5.8,159230,83.64,37,918,D561
881,Shin Gojira,Japan is plunged into chaos upon the appearance of a giant monster.,2016,120,6.9,8365,1.91,68,919,D562
882,Saving Mr. Banks,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",2013,125,7.5,125693,83.3,65,606,D563
883,Transcendence,"A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",2014,119,6.3,184564,23.01,42,920,D563
884,Rio,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",2011,96,6.9,173919,143.62,63,921,D563
885,Equals,"In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",2015,101,6.1,16361,0.03,43,922,D564
886,Babel,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",2006,143,7.5,253417,34.3,69,923,D565
887,The Tree of Life,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",2011,139,6.8,143517,13.3,85,924,D566
888,The Lucky One,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,2012,101,6.5,82874,60.44,39,925,D567
889,Piranha 3D,"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.",2010,88,5.5,75262,25,53,926,D568
890,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",2011,100,7.7,281625,34.96,72,927,D569
891,The Intent,"Gunz (Dylan Duffus) is thrust into a world of excitement when he joins the TIC crew. The crew, led by the ruthless Hoodz (Scorcher), goes from low level weed peddling to full on armed ... See full summary »",2016,104,3.5,202,82.95637615,59,928,D570
892,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",2012,134,6.2,108156,67.52,58.98504274,929,D571
893,Real Steel,"In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",2011,127,7.1,264480,85.46,56,930,D572
894,Sex and the City,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,2008,145,5.5,102547,152.64,53,931,D572
895,Rambo,"In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",2008,92,7.1,187077,42.72,46,932,D573
896,Planet Terror,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",2007,105,7.1,174553,82.95637615,55,607,D574
897,Concussion,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",2015,123,7.1,61274,34.53,58.98504274,933,D575
898,The Fall,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",2006,117,7.9,93036,2.28,64,934,D576
899,The Ugly Truth,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary »,2009,96,6.5,172558,88.92,28,935,D577
900,Bride Wars,Two best friends become rivals when they schedule their respective weddings on the same day.,2009,89,5.5,83976,58.72,24,936,D578
901,Sleeping with Other People,"A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",2015,101,6.5,27730,0.81,64,937,D579
902,Snakes on a Plane,"An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",2006,105,5.6,118905,34.01,58,938,D579
903,What If,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",2013,98,6.8,55243,3.45,59,939,D579
904,How to Train Your Dragon 2,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",2014,102,7.9,237565,177,76,940,D580
905,RoboCop,"In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",2014,117,6.2,190833,58.61,52,719,D581
906,In Dubious Battle,An activist gets caught up in the labor movement for farm workers in California during the 1930s.,2016,110,6.2,1455,82.95637615,43,941,D582
907,"Hello, My Name Is Doris",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,2015,95,6.7,12361,14.44,63,942,D583
908,Ocean's Thirteen,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",2007,122,6.9,269581,117.14,62,139,D584
909,Slither,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",2006,95,6.5,64351,7.77,69,943,D585
910,Contagion,"Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.",2011,106,6.6,187004,75.64,70,750,D585
911,Il racconto dei racconti - Tale of Tales,"From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.",2015,133,6.4,17565,0.08,72,944,D585
912,I Am the Pretty Thing That Lives in the House,A young nurse takes care of elderly author who lives in a haunted house.,2016,87,4.7,4204,82.95637615,68,945,D586
913,Bridge to Terabithia,A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,2007,96,7.2,117297,82.23,74,946,D586
914,Coherence,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,2013,89,7.2,66265,0.07,65,947,D586
915,Notorious,"The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",2009,122,6.7,33007,36.84,60,948,D586
916,Goksung,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,2016,156,7.5,17962,0.79,81,949,D587
917,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",2012,103,6.6,257395,85.02,51,950,D588
918,The Girl Next Door,"Based on the Jack Ketchum novel of the same name, The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime.",2007,91,6.7,19351,82.95637615,29,951,D588
919,Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",2006,147,7.5,199387,2.21,56,952,D588
920,The Golden Compass,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",2007,113,6.1,155078,70.08,51,953,D589
921,Centurion,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.,2010,97,6.4,67801,0.12,62,927,D590
922,Scouts Guide to the Zombie Apocalypse,"Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",2015,93,6.3,31651,3.64,32,954,D590
923,17 Again,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,2009,102,6.4,152808,64.15,48,955,D590
924,No Escape,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",2015,103,6.8,57921,27.29,38,956,D591
925,Superman Returns,"Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination.",2006,154,6.1,246797,200.07,72,669,D591
926,The Twilight Saga: Breaking Dawn - Part 1,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",2011,117,4.9,190244,281.28,45,957,D592
927,Precious,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.",2009,110,7.3,91623,47.54,79,958,D593
928,The Sea of Trees,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,2015,110,5.9,7475,0.02,23,959,D594
929,Good Kids,Four high school students look to redefine themselves after graduation.,2016,86,6.1,3843,82.95637615,86,960,D594
930,The Master,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,2012,144,7.1,112902,16.38,58.98504274,961,D595
931,Footloose,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",2011,113,5.9,39380,51.78,58,962,D596
932,If I Stay,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",2014,107,6.8,92170,50.46,46,963,D597
